sentence,sentiment,clean_text
"I personally love the hummus,  pita,  baklava,  falafels and Baba Ganoush (it's amazing what they do with eggplant!).",,i personally love the hummus  pita  baklava  falafels and baba ganoush its amazing what they do with eggplant
"Very convenient,  since we were staying at the MGM!",,very convenient  since we were staying at the mgm
The owners are super friendly and the staff is courteous.,,the owners are super friendly and the staff is courteous
Both great!,,both great
Eclectic selection.,,eclectic selection
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,,the sweet potato tots were good but the onion rings were perfection or as close as i have had
The staff was very attentive.,,the staff was very attentive
And the chef was generous with his time (even came around twice so we can take pictures with him).,,and the chef was generous with his time even came around twice so we can take pictures with him
"The owner used to work at Nobu,  so this place is really similar for half the price.",,the owner used to work at nobu  so this place is really similar for half the price
Google mediocre and I imagine Smashburger will pop up.,,google mediocre and i imagine smashburger will pop up
dont go here.,,dont go here
I promise they won't disappoint.,,i promise they wont disappoint
As a sushi lover avoid this place by all means.,,as a sushi lover avoid this place by all means
What a great double cheeseburger!,,what a great double cheeseburger
Awesome service and food.,,awesome service and food
A fantastic neighborhood gem !!!,,a fantastic neighborhood gem
I can't wait to go back.,,i cant wait to go back
The plantains were the worst I've ever tasted.,,the plantains were the worst ive ever tasted
It's a great place and I highly recommend it.,,its a great place and i highly recommend it
Service was slow and not attentive.,,service was slow and not attentive
"I gave it 5 stars then,  and I'm giving it 5 stars now.",,i gave it  stars then  and im giving it  stars now
Your staff spends more time talking to themselves than me.,,your staff spends more time talking to themselves than me
Dessert: Panna Cotta was amazing.,,dessert panna cotta was amazing
"Very good food,  great atmosphere.1",,very good food  great atmosphere
Damn good steak.,,damn good steak
Total brunch fail.,,total brunch fail
"Prices are very reasonable,  flavors are spot on,  the sauce is home made,  and the slaw is not drenched in mayo.",,prices are very reasonable  flavors are spot on  the sauce is home made  and the slaw is not drenched in mayo
"The decor is nice,  and the piano music soundtrack is pleasant.",,the decor is nice  and the piano music soundtrack is pleasant
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,,the steak was amazingrge fillet relleno was the best seafood plate i have ever had
"Good food ,  good service .",,good food   good service
It was absolutely amazing.,,it was absolutely amazing
"I probably won't be back,  to be honest.",,i probably wont be back  to be honest
will definitely be back!,,will definitely be back
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,,the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well
"Hawaiian Breeze,  Mango Magic,  and Pineapple Delight are the smoothies that I've tried so far and they're all good.",,hawaiian breeze  mango magic  and pineapple delight are the smoothies that ive tried so far and theyre all good
Went for lunch - service was slow.,,went for lunch  service was slow
"We had so much to say about the place before we walked in that he expected it to be amazing,  but was quickly disappointed.",,we had so much to say about the place before we walked in that he expected it to be amazing  but was quickly disappointed
I was mortified.,,i was mortified
"Needless to say,  we will never be back here again.",,needless to say  we will never be back here again
"Anyways,  The food was definitely not filling at all,  and for the price you pay you should expect more.",,anyways  the food was definitely not filling at all  and for the price you pay you should expect more
"The chips that came out were dripping with grease,  and mostly not edible.",,the chips that came out were dripping with grease  and mostly not edible
I wasn't really impressed with Strip Steak.,,i wasnt really impressed with strip steak
